,P[Y=1],P[Y=2],P[Y=3],P[Y=4],P[Y=5],P[Y=6],P[Y=7],y_hat,y_avg,y_obs,residual1,residual2
gqa,0.812167431,0.14214406,0.031274933,0.010366801,0.003827943,0.000201683,1.71E-05,1,1.252217413,1,-0.252217413,0
gqi,0.300379143,0.309481647,0.17144776,0.111003885,0.090130599,0.014425056,0.00313191,2,2.436827959,2,-0.436827959,0
gqr,0.926021471,0.061723932,0.009244834,0.002343812,0.000643154,2.15E-05,1.28E-06,1,1.089932913,1,-0.089932913,0
gra,0.914495659,0.070547691,0.01115165,0.002934533,0.000838705,2.99E-05,1.86E-06,1,1.105170085,1,-0.105170085,0
grc,0.00117824,0.011402329,0.028238805,0.059636903,0.240140888,0.244817561,0.414585274,7,5.918953648,7,1.081046352,0
grd,0.796813019,0.151906001,0.034704339,0.011812886,0.004494313,0.000247616,2.18E-05,1,1.276099627,4,2.723900373,3
grg,0.792132595,0.154832111,0.035767993,0.012270831,0.004710089,0.000262954,2.34E-05,1,1.283476277,4,2.716523723,3
grh,0.931690285,0.057321218,0.008340281,0.002072668,0.000556509,1.80E-05,1.04E-06,1,1.082542053,1,-0.082542053,0
gri,0.926955466,0.061001446,0.009094241,0.002298248,0.00062845,2.09E-05,1.24E-06,1,1.088710452,1,-0.088710452,0
grj,0.949357855,0.043317309,0.005676289,0.001312712,0.000326018,9.33E-06,4.90E-07,1,1.059961669,1,-0.059961669,0
grm,0.229905283,0.295254376,0.187363757,0.134339573,0.12383776,0.023394616,0.005904635,2,2.720752539,2,-0.720752539,0
gro,0.702723608,0.206259103,0.057555033,0.022580798,0.01009963,0.000706262,7.56E-05,1,1.43349479,1,-0.43349479,0
grq,0.428577825,0.304540173,0.135511156,0.074572797,0.049662304,0.006090113,0.001045632,1,2.034654446,5,2.965345554,4
grr,0.276944032,0.306348002,0.177231145,0.118533938,0.100188329,0.016905226,0.003849327,2,2.524787518,2,-0.524787518,0
grs,0.496744023,0.289688817,0.115348569,0.058509226,0.03534104,0.00378884,0.000579485,1,1.859698903,4,2.140301097,3
grt,0.98788711,0.010990571,0.00093222,0.000160472,2.91E-05,5.02E-07,1.79E-08,1,1.013455474,1,-0.013455474,0
gru,0.97555619,0.021656764,0.00224836,0.000443629,9.29E-05,2.03E-06,8.64E-08,1,1.027866801,1,-0.027866801,0
grv,0.934261131,0.055310469,0.007937674,0.001953997,0.000519262,1.65E-05,9.43E-07,1,1.079213137,1,-0.079213137,0
grw,0.285692989,0.307689654,0.175118321,0.115693458,0.096312878,0.015930153,0.003562547,2,2.491284228,5,2.508715772,3
grx,0.67656917,0.219667009,0.064394907,0.026171633,0.012191361,0.00090435,0.00010157,1,1.480868337,1,-0.480868337,0
gry,0.913005089,0.071676628,0.01140458,0.00301473,0.000865915,3.11E-05,1.95E-06,1,1.10716088,1,-0.10716088,0
grz,0.091059191,0.206305793,0.188941889,0.179356464,0.236864696,0.070212532,0.027259435,5,3.584337018,7,3.415662982,2
gsl,0.775726838,0.164905904,0.039561211,0.01393949,0.005514783,0.000322024,2.97E-05,1,1.309694546,1,-0.309694546,0
gsn,0.856317905,0.112674579,0.021964503,0.006687468,0.002245287,0.000102487,7.77E-06,1,1.186206197,1,-0.186206197,0
gsp,0.622964706,0.244726416,0.078959112,0.034379975,0.017347848,0.001443608,0.000178335,1,1.583464006,1,-0.583464006,0
gsw,0.969047247,0.027151581,0.003030812,0.000628211,0.000138708,3.29E-06,1.50E-07,1,1.035670024,1,-0.035670024,0
gta,0.051021863,0.151468527,0.166286379,0.181834146,0.289600474,0.107379063,0.052409548,5,4.039298219,5,0.960701781,0
gua,0.646792826,0.23399667,0.072400787,0.030588093,0.014902549,0.001179343,0.000139732,1,1.536907825,4,2.463092175,3
guc,0.846105488,0.119677556,0.024041184,0.007475375,0.002569392,0.000121527,9.48E-06,1,1.201128122,1,-0.201128122,0
gud,0.970348525,0.026059635,0.002870245,0.000589537,0.00012891,3.01E-06,1.35E-07,1,1.034100248,1,-0.034100248,0
gue,0.407458358,0.307584813,0.14170943,0.080008809,0.054957023,0.007029592,0.001251974,1,2.093518,3,0.906482,2
guf,0.527511633,0.280688482,0.106291921,0.051976088,0.030058317,0.003032999,0.00044056,1,1.787242213,1,-0.787242213,0
gug,0.873090358,0.100925011,0.018662362,0.005476311,0.001764814,7.57E-05,5.46E-06,1,1.162149101,1,-0.162149101,0
guh,0.810507637,0.143211347,0.031641128,0.010518972,0.003896965,0.000206336,1.76E-05,1,1.254775752,2,0.745224248,1
gui,0.8700363,0.103087673,0.01925326,0.005689149,0.001847607,8.02E-05,5.84E-06,1,1.166487959,1,-0.166487959,0
guj,0.999903524,9.35E-05,2.70E-06,2.28E-07,2.00E-08,1.00E-10,1.42E-12,1,1.000099688,1,-9.96883E-05,0
guk,0.898093233,0.082821931,0.014010058,0.003864067,0.001162835,4.49E-05,2.98E-06,1,1.127327948,1,-0.127327948,0
gul,0.687165755,0.214326117,0.061601004,0.024684646,0.011312635,0.000819568,9.03E-05,1,1.461472091,1,-0.461472091,0
gum,0.369980825,0.310971135,0.152532448,0.090203886,0.065543562,0.009046126,0.001722017,1,2.204384672,1,-1.204384672,0
gun,0.671794571,0.222032442,0.065663532,0.026856068,0.012601673,0.000944687,0.000107027,1,1.489699999,1,-0.489699999,0
guo,0.412443066,0.306937257,0.140251258,0.078705814,0.053666372,0.00679629,0.001199942,1,2.079403806,1,-1.079403806,0
gup,0.540008217,0.276654792,0.102637954,0.049445722,0.02809434,0.002765587,0.000393387,1,1.758833484,2,0.241166516,1
guq,0.384758033,0.309956491,0.148299484,0.086099753,0.061175599,0.008192021,0.001518618,1,2.159628932,1,-1.159628932,0
gur,0.985260115,0.013295239,0.001191061,0.000212715,4.01E-05,7.37E-07,2.76E-08,1,1.016479777,1,-0.016479777,0
gut,0.17433113,0.272006183,0.195264365,0.15372477,0.15946154,0.035035205,0.010176807,2,2.99779225,3,0.00220775,1
guu,0.695664148,0.209952626,0.059382476,0.023523792,0.010638893,0.000756088,8.20E-05,1,1.446116829,1,-0.446116829,0
guw,0.98339491,0.01492007,0.001382633,0.000252629,4.88E-05,9.33E-07,3.59E-08,1,1.018643262,1,-0.018643262,0
gux,0.990643316,0.008549943,0.000676192,0.000111056,1.92E-05,3.05E-07,1.02E-08,1,1.010313789,1,-0.010313789,0
guz,0.9904026,0.008764102,0.000697854,0.000115137,2.00E-05,3.20E-07,1.08E-08,1,1.010586792,1,-0.010586792,0
gva,0.452786464,0.300112966,0.128360003,0.068611755,0.04412173,0.005157507,0.000849575,1,1.970040142,4,2.029959858,3
gvc,0.431248667,0.304099898,0.134724058,0.073901054,0.049024238,0.005980059,0.001022027,1,2.02738058,2,-0.02738058,1
gve,0.722195012,0.195789457,0.052590058,0.020079167,0.008704743,0.000581612,6.00E-05,1,1.399293814,2,0.600706186,1
gvf,0.969555758,0.026725252,0.00296783,0.000612995,0.000134841,3.18E-06,1.44E-07,1,1.035056026,1,-0.035056026,0
gvj,0.227107183,0.29436908,0.187886127,0.135303953,0.125411907,0.023860261,0.006061489,2,2.733371058,1,-1.733371058,-1
gvl,0.956666111,0.037390873,0.004650362,0.001037678,0.000247968,6.67E-06,3.34E-07,1,1.050831878,1,-0.050831878,0
gvm,0.850767033,0.116495052,0.023087245,0.007111004,0.002418429,0.000112568,8.67E-06,1,1.194291122,4,2.805708878,3
gvn,0.363688954,0.31127102,0.15431776,0.091984742,0.067485083,0.009435654,0.001816787,1,2.223880091,2,-0.223880091,1
gvo,0.174432686,0.272060729,0.195255747,0.15368935,0.159387032,0.035008329,0.010166126,2,2.997226803,1,-1.997226803,-1
gvp,0.21154579,0.288931896,0.190583773,0.140702966,0.13455698,0.026651642,0.007026953,2,2.805856187,4,1.194143813,2
gvr,0.856129683,0.112804676,0.022002335,0.006701645,0.002251041,0.000102819,7.80E-06,1,1.186479342,2,0.813520658,1
gvy,0.00029776,0.003954184,0.01218107,0.030886728,0.163582617,0.218971708,0.570125933,7,6.290921114,7,0.709078886,0
gwa,0.923643545,0.063558254,0.009630955,0.002461388,0.000681361,2.31E-05,1.39E-06,1,1.093053646,1,-0.093053646,0
gwb,0.572702032,0.26511463,0.093171116,0.043154081,0.023408711,0.002158799,0.000290632,1,1.687091734,1,-0.687091734,0
gwc,0.925718522,0.061958033,0.009293809,0.002358666,0.000647961,2.17E-05,1.29E-06,1,1.090329828,2,0.909670172,1
gwd,0.888175851,0.090088372,0.015814722,0.004475641,0.001385685,5.59E-05,3.84E-06,1,1.140989965,1,-0.140989965,0
gwe,0.616378131,0.247573918,0.080793803,0.035469277,0.018069962,0.001524429,0.00019048,1,1.596614229,4,2.403385771,3
gwf,0.421040166,0.305716597,0.137729034,0.076487571,0.051500502,0.006410985,0.001115144,1,2.055385179,2,-0.055385179,1
gwg,0.800919798,0.149319451,0.033778,0.01141767,0.004309904,0.000234684,2.05E-05,1,1.26966445,1,-0.26966445,0
gwi,0.249917151,0.300816885,0.183339516,0.127514052,0.113156364,0.020347417,0.004908614,2,2.633852301,3,0.366147699,1
gwj,0.835483102,0.126841938,0.026251729,0.008335273,0.00293273,0.0001437,1.15E-05,1,1.216869807,1,-0.216869807,0
gwn,0.959416239,0.035138906,0.004277121,0.000940441,0.000221201,5.81E-06,2.85E-07,1,1.047430016,1,-0.047430016,0
gwr,0.972542829,0.024210995,0.002604067,0.000526304,0.00011312,2.57E-06,1.13E-07,1,1.031464054,1,-0.031464054,0
gwt,0.820079924,0.137015959,0.029544671,0.00965518,0.003508719,0.000180491,1.51E-05,1,1.240098506,2,0.759901494,1
gwu,0.000389065,0.00487182,0.014413113,0.035321992,0.177666368,0.226117656,0.541219987,7,6.228237695,7,0.771762305,0
gww,0.033028756,0.117126761,0.145097565,0.17453489,0.316124747,0.136125911,0.077961371,5,4.34382333,5,0.65617667,0
gwx,0.890702559,0.088247912,0.01534971,0.00431632,0.001326949,5.29E-05,3.61E-06,1,1.137490442,1,-0.137490442,0
gxx,0.988444581,0.01049889,0.000879076,0.000150015,2.70E-05,4.58E-07,1.61E-08,1,1.012817328,1,-0.012817328,0
gya,0.990670947,0.008525348,0.000673715,0.000110591,1.91E-05,3.03E-07,1.02E-08,1,1.01028247,1,-0.01028247,0
gyb,0.920103421,0.066275633,0.010212897,0.002640586,0.000740292,2.56E-05,1.56E-06,1,1.09772177,1,-0.09772177,0
gyd,0.303271063,0.309768869,0.170708349,0.11009234,0.088958756,0.014146714,0.00305391,2,2.42635464,5,2.57364536,3
gye,0.492572875,0.290803923,0.116581225,0.059428613,0.036109152,0.003903061,0.00060115,1,1.869811028,5,3.130188972,4
gyf,0.000312901,0.004110591,0.012569112,0.031671445,0.16615087,0.220355392,0.564829689,7,6.279621721,7,0.720378279,0
gyg,0.963722747,0.03158732,0.003707704,0.000795281,0.000182149,4.58E-06,2.18E-07,1,1.042141383,1,-0.042141383,0
gyi,0.774088154,0.165896493,0.039945516,0.014111605,0.005599387,0.000328399,3.04E-05,1,1.312344558,2,0.687655442,1
gyl,0.930010351,0.058630373,0.008605961,0.002151669,0.000581537,1.90E-05,1.11E-06,1,1.084725102,1,-0.084725102,0
gym,0.919457543,0.066769685,0.010319972,0.002673814,0.00075131,2.61E-05,1.59E-06,1,1.098576288,1,-0.098576288,0
gyn,0.928130394,0.060090968,0.008905666,0.002241428,0.000610192,2.02E-05,1.19E-06,1,1.087175292,1,-0.087175292,0
gyr,0.342010304,0.31167296,0.16037415,0.098273234,0.074573908,0.010909269,0.002186174,1,2.293199986,1,-1.293199986,0
gyy,0.000413158,0.005104805,0.014963986,0.036389032,0.180905475,0.227609404,0.53461414,7,6.213553634,7,0.786446366,0
gza,0.616108963,0.247689179,0.080868971,0.035514176,0.018099912,0.001527808,0.000190991,1,1.597154282,1,-0.597154282,0
gzi,0.18533267,0.27763453,0.194184794,0.149877709,0.151610935,0.032264275,0.009095088,2,2.937972886,3,0.062027114,1
gzn,0.474384763,0.295362428,0.121963758,0.063533122,0.039613476,0.004437706,0.000704747,1,1.914760225,1,-0.914760225,0
haa,0.0112042,0.058084895,0.093405736,0.138438832,0.334562912,0.199170547,0.165132877,5,4.985114513,5,0.014885487,0
hac,0.642038933,0.236190374,0.073698955,0.031326122,0.015370088,0.001228718,0.000146809,1,1.546071449,3,1.453928551,2
had,0.66221159,0.226702442,0.068227505,0.028257021,0.01345288,0.00102985,0.000118711,1,1.507601557,1,-0.507601557,0
hae,0.988609885,0.01035291,0.000863445,0.000146958,2.63E-05,4.46E-07,1.56E-08,1,1.012628358,1,-0.012628358,0
hag,0.521378597,0.282589452,0.108091065,0.053243752,0.031059414,0.003172184,0.000465538,1,1.801394638,1,-0.801394638,0
hah,0.819607402,0.137324069,0.029647275,0.009697036,0.003527331,0.000181711,1.52E-05,1,1.240818661,1,-0.240818661,0
haj,0.87483504,0.099684873,0.018326933,0.005356268,0.00171844,7.32E-05,5.25E-06,1,1.159678783,1,-0.159678783,0
hal,0.81094383,0.142931147,0.031544784,0.010478884,0.003878756,0.000205106,1.75E-05,1,1.254102876,2,0.745897124,1
ham,0.847179645,0.118946302,0.023820482,0.00739071,0.002534152,0.000119422,9.29E-06,1,1.199548837,1,-0.199548837,0
han,0.941183383,0.04985141,0.006878289,0.00164801,0.000425272,1.29E-05,7.12E-07,1,1.070321995,1,-0.070321995,0
hao,0.868553925,0.104133636,0.019541765,0.005793695,0.001888538,8.24E-05,6.03E-06,1,1.168600635,1,-0.168600635,0
hap,0.61097028,0.249872903,0.082306841,0.036377112,0.018678407,0.001593482,0.000200975,1,1.607504807,1,-0.607504807,0
haq,0.990432681,0.00873735,0.000695139,0.000114625,1.99E-05,3.18E-07,1.07E-08,1,1.010552661,1,-0.010552661,0
har,0.517219146,0.283848803,0.109313216,0.054113231,0.031752703,0.003269697,0.000483205,1,1.811073453,1,-0.811073453,0
has,0.051898129,0.152942431,0.167072432,0.181982222,0.288326516,0.106251857,0.051526414,5,4.026757793,3,-1.026757793,-2
hat,0.981336122,0.016703249,0.001600948,0.000299255,5.92E-05,1.18E-06,4.67E-08,1,1.021045883,1,-0.021045883,0
hau,0.999916827,8.07E-05,2.26E-06,1.88E-07,1.62E-08,7.88E-11,1.09E-12,1,1.000085861,1,-8.58607E-05,0
hav,0.961967981,0.033038261,0.003937446,0.000853368,0.000197639,5.06E-06,2.44E-07,1,1.044290582,1,-0.044290582,0
haw,0.460055169,0.298596474,0.126207949,0.066877567,0.042560653,0.004904244,0.000797944,1,1.951196571,1,-0.951196571,0
hay,0.983455875,0.014867104,0.001376275,0.000251288,4.85E-05,9.26E-07,3.56E-08,1,1.018572344,1,-0.018572344,0
haz,0.927782863,0.060360466,0.008961344,0.002258177,0.000615565,2.04E-05,1.20E-06,1,1.087629068,1,-0.087629068,0
hbb,0.956403343,0.037605404,0.004686403,0.00104715,0.000250599,6.76E-06,3.39E-07,1,1.051157898,1,-0.051157898,0
hbn,0.670826103,0.222509113,0.065921582,0.026995996,0.012686008,0.000953036,0.000108163,1,1.491498453,3,1.508501547,2
hbu,0.419932066,0.30588123,0.138054603,0.076771428,0.051775469,0.006459469,0.001125736,1,2.058458354,2,-0.058458354,1
hca,0.307717295,0.310169499,0.169561697,0.108698643,0.087185205,0.013729649,0.002938011,2,2.410405954,1,-1.410405954,-1
hch,0.826944783,0.132512902,0.028064573,0.009056256,0.003244701,0.000163388,1.34E-05,1,1.229686946,1,-0.229686946,0
hdn,0.064360276,0.172357606,0.176515179,0.182788915,0.270733831,0.092119857,0.041124336,5,3.864035334,5,1.135964666,0
hdy,0.984479342,0.013976507,0.001270504,0.000229146,4.37E-05,8.16E-07,3.09E-08,1,1.017383834,1,-0.017383834,0
hea,0.867588475,0.104813544,0.019730255,0.005862219,0.00191546,8.39E-05,6.16E-06,1,1.16997894,1,-0.16997894,0
heb,0.94905595,0.043560374,0.005719689,0.001324583,0.000329459,9.45E-06,4.97E-07,1,1.060341558,1,-0.060341558,0
hed,0.864324348,0.10710462,0.020370954,0.00609643,0.002008025,8.90E-05,6.60E-06,1,1.174652627,1,-0.174652627,0
heg,0.62772091,0.242638075,0.077639981,0.03360453,0.016839107,0.001387417,0.000169982,1,1.574045026,1,-0.574045026,0
heh,0.970260621,0.0261335,0.002881029,0.000592122,0.000129562,3.03E-06,1.36E-07,1,1.03420614,1,-0.03420614,0
hei,0.182446559,0.27621186,0.194495611,0.150888456,0.153628111,0.032964642,0.00936476,2,2.953392668,3,0.046607332,1
hem,0.973697658,0.023234293,0.002466369,0.000494043,0.000105181,2.35E-06,1.02E-07,1,1.030082267,1,-0.030082267,0
her,0.98697916,0.011789364,0.00102015,0.000177984,3.27E-05,5.78E-07,2.10E-08,1,1.014497604,1,-0.014497604,0
hgm,0.942893243,0.048492656,0.006622348,0.001575515,0.000403463,1.21E-05,6.61E-07,1,1.068142283,1,-0.068142283,0
hgw,0.715078543,0.199663733,0.054391558,0.020976645,0.009199122,0.000625075,6.53E-05,1,1.411690591,1,-0.411690591,0
hhi,0.280213323,0.306873951,0.176448561,0.117468521,0.098722724,0.016533602,0.003739317,2,2.512171451,1,-1.512171451,-1
hhy,0.515853975,0.284256829,0.109714662,0.054400325,0.03198281,0.003302264,0.000489136,1,1.814264502,2,0.185735498,1
hia,0.90278576,0.079343482,0.013175773,0.003587633,0.001064513,4.02E-05,2.63E-06,1,1.120932795,1,-0.120932795,0
hib,0.00205875,0.017320099,0.03893507,0.075879214,0.271489791,0.245285018,0.349032059,7,5.729404487,7,1.270595513,0
hid,0.045187702,0.141235529,0.160555486,0.180450689,0.298173741,0.115432986,0.058963867,5,4.127341665,3,-1.127341665,-2
hif,0.970787854,0.025690257,0.002816487,0.000576677,0.000125675,2.92E-06,1.31E-07,1,1.033571346,1,-0.033571346,0
hig,0.958142437,0.036183496,0.004449093,0.000985045,0.000233422,6.20E-06,3.07E-07,1,1.049003345,1,-0.049003345,0
hih,0.895906787,0.084433799,0.01440315,0.003995718,0.001210201,4.72E-05,3.16E-06,1,1.13032294,2,0.86967706,1
hii,0.606697343,0.251664406,0.083506492,0.037103061,0.019169267,0.001649816,0.000209615,1,1.616170413,1,-0.616170413,0
hij,0.575302412,0.264137064,0.092424835,0.042673743,0.023062579,0.002115777,0.00028359,1,1.681538706,2,0.318461294,1
hik,0.389271608,0.309561939,0.146996728,0.084868087,0.059893083,0.007947113,0.001461442,1,2.146236205,2,-0.146236205,1
hil,0.998236058,0.00166426,8.73E-05,1.09E-05,1.42E-06,1.41E-08,3.32E-10,1,1.001877427,1,-0.001877427,0
hio,0.821385299,0.136163552,0.029261702,0.009539971,0.003457598,0.000177149,1.47E-05,1,1.23811138,3,1.76188862,2
hix,0.317929284,0.310905753,0.16688583,0.105533714,0.08323695,0.012819301,0.002689168,1,2.374457868,1,-1.374457868,0
hka,0.564477637,0.268149312,0.095538357,0.044692603,0.024528455,0.002299705,0.000313931,1,1.704799768,2,0.295200232,1
hke,0.943465514,0.048036965,0.00653721,0.001551528,0.000396288,1.19E-05,6.44E-07,1,1.067414236,1,-0.067414236,0
hkk,0.91749938,0.068264326,0.010646276,0.002775554,0.000785216,2.76E-05,1.70E-06,1,1.101172342,1,-0.101172342,0
hla,0.9577149,0.036533509,0.004507165,0.001000184,0.000237592,6.33E-06,3.15E-07,1,1.049532324,1,-0.049532324,0
hlb,0.945277643,0.046590887,0.006269371,0.001476492,0.000373977,1.10E-05,5.94E-07,1,1.065113758,1,-0.065113758,0
hld,0.700765835,0.207288899,0.058060405,0.022840384,0.010247353,0.000719823,7.73E-05,1,1.436983197,2,0.563016803,1
hle,0.289211685,0.30817068,0.174252405,0.114560788,0.094795566,0.015555038,0.003453838,2,2.478038336,2,-0.478038336,0
hma,0.397074038,0.308788869,0.144735327,0.082763085,0.057730784,0.007540271,0.001367625,1,2.123379022,1,-1.123379022,0
hmb,0.926802942,0.061119508,0.009118792,0.002305665,0.000630839,2.10E-05,1.24E-06,1,1.088909957,1,-0.088909957,0
hmc,0.597361417,0.255501169,0.086139914,0.038715867,0.020273464,0.001778554,0.000229615,1,1.635292912,1,-0.635292912,0
hmd,0.69660794,0.209462005,0.059137342,0.023396604,0.010565736,0.000749277,8.11E-05,1,1.444422405,1,-0.444422405,0
hme,0.412512606,0.306927909,0.140230892,0.078687724,0.05364855,0.006793087,0.001199232,1,2.079207892,1,-1.079207892,0
hmf,0.005168535,0.03385948,0.064012615,0.108202658,0.315070714,0.229407801,0.244278196,5,5.359483723,1,-4.359483723,-4
hmg,0.498458747,0.28922299,0.114842092,0.058133629,0.035029004,0.003742748,0.00057079,1,1.855562558,1,-0.855562558,0
hmh,0.57152888,0.265552825,0.093508148,0.043371742,0.0235661,0.002178445,0.000293859,1,1.68960413,1,-0.68960413,0
hmi,0.626244488,0.243289211,0.078048945,0.033844246,0.016995903,0.001404669,0.000172538,1,1.576962023,1,-0.576962023,0
hmj,0.441735028,0.302254729,0.131628668,0.071297503,0.04658428,0.005565558,0.000934234,1,1.999174889,2,0.000825111,1
hml,0.633816683,0.239922434,0.075956515,0.032624277,0.016202354,0.001317973,0.000159764,1,1.562066159,1,-0.562066159,0
hmm,0.670114607,0.22285863,0.066111316,0.027099032,0.012748206,0.000959206,0.000109003,1,1.492821232,1,-0.492821232,0
hmp,0.499497321,0.288938756,0.114535408,0.057906803,0.034841058,0.003715072,0.000565582,1,1.853063068,1,-0.853063068,0
hmq,0.819337495,0.137499956,0.029705925,0.009720981,0.003537988,0.000182411,1.52E-05,1,1.241230219,1,-0.241230219,0
hmr,0.961542417,0.033389351,0.00399364,0.000867676,0.000201484,5.18E-06,2.51E-07,1,1.044813003,1,-0.044813003,0
hms,0.854489377,0.113936802,0.022332748,0.006825742,0.002301533,0.000105739,8.06E-06,1,1.188862704,1,-0.188862704,0
hmt,0.987823112,0.011046955,0.000938362,0.000161687,2.94E-05,5.07E-07,1.81E-08,1,1.013528817,1,-0.013528817,0
hmv,0.015812049,0.073200069,0.108873044,0.151530099,0.335405541,0.18120982,0.133969379,5,4.797023987,1,-3.797023987,-4
hmw,0.428554141,0.304544023,0.135518133,0.07457877,0.049667993,0.006091097,0.001045843,1,2.034719115,1,-1.034719115,0
hmy,0.459786178,0.298654098,0.126287608,0.066941289,0.042617615,0.004913411,0.000799801,1,1.9518895,1,-0.9518895,0
hmz,0.469148804,0.296581275,0.123514552,0.064743778,0.040670738,0.004603313,0.00073754,1,1.927966469,1,-0.927966469,0
hna,0.887618498,0.090493358,0.015917769,0.004511106,0.001398823,5.66E-05,3.89E-06,1,1.14176363,1,-0.14176363,0
hnd,0.968592317,0.027532581,0.003087411,0.000641934,0.00014221,3.39E-06,1.55E-07,1,1.036219935,1,-0.036219935,0
hne,0.998107442,0.001783821,9.51E-05,1.20E-05,1.58E-06,1.60E-08,3.81E-10,1,1.002016526,1,-0.002016526,0
hnh,0.853619712,0.114535847,0.022508442,0.006891936,0.002328556,0.000107309,8.20E-06,1,1.190128496,1,-0.190128496,0
hni,0.870431111,0.102808683,0.019176607,0.005661441,0.001836788,7.96E-05,5.79E-06,1,1.165926013,1,-0.165926013,0
hnj,0.926586669,0.061286863,0.009153632,0.002316198,0.000634236,2.12E-05,1.25E-06,1,1.089192931,1,-0.089192931,0
hnn,0.856107416,0.112820064,0.022006812,0.006703323,0.002251723,0.000102858,7.80E-06,1,1.18651166,1,-0.18651166,0
hno,0.977620253,0.019896309,0.002011661,0.000389871,8.01E-05,1.69E-06,7.05E-08,1,1.025418703,1,-0.025418703,0
hns,0.783519297,0.160156486,0.037747075,0.013134569,0.005123061,0.00029291,2.66E-05,1,1.29717075,1,-0.29717075,0
hnu,0.695397163,0.210091237,0.059451867,0.023559834,0.010659648,0.000758024,8.22E-05,1,1.446596549,3,1.553403451,2
hoa,0.644617167,0.23500389,0.072994249,0.030924723,0.015115295,0.001201741,0.000142934,1,1.541094051,2,0.458905949,1
